ticker,name,sector,region,country,indices
RL,Ralph Lauren Corporation,Consumer Discretionary,US,États-Unis,S&P 500
RMD,ResMed|,Health Care,US,États-Unis,S&P 500
RMS.PA,Hermès,Consumer Cyclical,Europe,France,CAC 40|EURO STOXX 50|STOXX Europe 600
RMV.L,Rightmove,Media,Europe,Royaume-Uni,FTSE 250|STOXX Europe 600
RNK.L,Rank Group,Travel and Leisure,Europe,Royaume-Uni,FTSE 250
RNO.PA,Renault,Consumer Cyclical,Europe,France,CAC 40|STOXX Europe 600
ROCK-B.CO,Rockwool International,Construction and Materials,Europe,Danemark,OMX Copenhagen 25|STOXX Europe 600
ROK,Rockwell Automation,Industrials,US,États-Unis,S&P 500
ROL,"Rollins, Inc.",Industrials,US,États-Unis,S&P 500
ROP,Roper Technologies,Information Technology,US,États-Unis,S&P 500
ROP.SW,Roche Holding AG,Health care,Europe,Suisse,SMI|STOXX Europe 600
ROR.L,Rotork,Industrial Engineering,Europe,Royaume-Uni,FTSE 250|STOXX Europe 600
ROSE.L,Rosebank Industries,Industrial Goods and Services,Europe,Royaume-Uni,FTSE 250|STOXX Europe 600
ROST,Ross Stores,Consumer Discretionary,US,États-Unis,S&P 500
ROVI.MC,Laboratorios Rovi [es],Pharmaceuticals,Europe,Espagne,IBEX 35
RPI.L,Raspberry Pi Holdings,Technology,Europe,Royaume-Uni,FTSE 250
RR.L,Rolls-Royce Holdings,Aerospace & defence,Europe,Royaume-Uni,FTSE 100
RS1.L,RS Group,Industrials,Europe,Royaume-Uni,FTSE 250|STOXX Europe 600
RSG,Republic Services,Industrials,US,États-Unis,S&P 500
RSW.L,Renishaw,Electronic & Electrical Equipment,Europe,Royaume-Uni,FTSE 250
RTO.L,Rentokil Initial,Support services,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
RTW.L,RTW Biotech Opportunities,Investment Trusts,Europe,Royaume-Uni,FTSE 250
RTX,RTX Corporation,Industrials,US,États-Unis,S&P 500
RUI.PA,Rubis,,Europe,France,STOXX Europe 600
RVTY,Revvity,Health Care,US,États-Unis,S&P 500
RWE.DE,RWE,Utilities,Europe,Allemagne,DAX|STOXX Europe 600
RXL.PA,Rexel,industrials,Europe,France,CAC Next 20|STOXX Europe 600
RY4C.IR,Ryanair Holdings,,Europe,Irlande,ISEQ 20
RYA.IR,Ryanair Holdings Plc,,Europe,Irlande,STOXX Europe 600
SAAB-B.ST,Saab B,Industrials,Europe,Suède,OMX Stockholm 30|STOXX Europe 600
SAB.MC,Banco Sabadell,Financial Services,Europe,Espagne,IBEX 35|STOXX Europe 600
SAF.PA,Safran,Industrials,Europe,France,CAC 40|EURO STOXX 50|STOXX Europe 600
SAFE.L,Safestore,Real Estate Investment Trusts,Europe,Royaume-Uni,FTSE 250
SAGA-B.ST,Sagax Class B,,Europe,Suède,STOXX Europe 600
SAGA.L,Saga,Travel and Leisure,Europe,Royaume-Uni,FTSE 250
SAIN.L,Scottish American Investment Company,Investment Trusts,Europe,Royaume-Uni,FTSE 250
SALM.OL,SalMar,"farming, fishing, ranching and plantations",Europe,Norvège,OBX|STOXX Europe 600
SAMPO.HE,Sampo A,Financials,Europe,Finlande,OMX Helsinki 25|STOXX Europe 600
SAN.MC,Banco Santander,Financials,Europe,Espagne,EURO STOXX 50|IBEX 35|STOXX Europe 600
SAN.PA,Sanofi,Healthcare,Europe,France,CAC 40|EURO STOXX 50|STOXX Europe 600
SAND.ST,Sandvik,Industrials,Europe,Suède,OMX Stockholm 30|STOXX Europe 600
SAP.DE,SAP,Technology,Europe,Allemagne,DAX|EURO STOXX 50|STOXX Europe 600
SAVE.ST,Nordnet,,Europe,Suède,STOXX Europe 600
SB1NO.OL,Sparebank  Sr-Norge,,Europe,Norvège,STOXX Europe 600
SBAC,SBA Communications,Real Estate,US,États-Unis,S&P 500
SBMO.AS,Sbm Offshore,,Europe,Pays-Bas,STOXX Europe 600
SBNOR.OL,Sparebanken Norge,,Europe,Norvège,STOXX Europe 600
SBRY.L,Sainsbury's,Food & drug retailing,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
SBUX,Starbucks,Consumer Discretionary,US,États-Unis,S&P 500
SCA-B.ST,SCA B,Materials,Europe,Suède,OMX Stockholm 30
SCHP.SW,Schindler Holding Par Ag,,Europe,Suisse,STOXX Europe 600
SCHW,Charles Schwab Corporation,Financials,US,États-Unis,S&P 500
SCMN.SW,Swisscom AG,Communication services,Europe,Suisse,SMI|STOXX Europe 600
SCR.PA,Scor,,Europe,France,STOXX Europe 600
SCT.L,Softcat,Software & Computer Services,Europe,Royaume-Uni,FTSE 250|STOXX Europe 600
SCYR.MC,Sacyr,Construction,Europe,Espagne,IBEX 35|STOXX Europe 600
SDF.DE,K+S N Ag,,Europe,Allemagne,STOXX Europe 600
SDLF.L,Standard Life,Life insurance,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
SDP.L,Schroder AsiaPacific Fund,Investment Trusts,Europe,Royaume-Uni,FTSE 250
SDR.L,Schroders,Financial services,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
SDZ.SW,Sandoz Group Ag,,Europe,Suisse,STOXX Europe 600
SEB-A.ST,SEB A,Financials,Europe,Suède,OMX Stockholm 30
SECT-B.ST,Sectra Class B,,Europe,Suède,STOXX Europe 600
SECU-B.ST,Securitas Class B,,Europe,Suède,STOXX Europe 600
SEIT.L,SDCL Efficiency Income Trust,Energy,Europe,Royaume-Uni,FTSE 250
SEM.LS,Semapa,Basic Resources,Europe,Portugal,PSI
SEQI.L,Sequoia Economic Infrastructure Income Fund,Financial Services,Europe,Royaume-Uni,FTSE 250
SFSN.SW,Sfs Group Ag,,Europe,Suisse,STOXX Europe 600
SFZN.SW,Siegfried Holding Ag,,Europe,Suisse,STOXX Europe 600
SGE.L,Sage Group,Software & computer services,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
SGO.PA,Saint-Gobain,Industrials,Europe,France,CAC 40|EURO STOXX 50|STOXX Europe 600
SGRO.L,Segro,Real estate investment trusts,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
SGSN.SW,Sgs Sa,,Europe,Suisse,STOXX Europe 600
SHAW.L,Shawbrook Bank,Banking,Europe,Royaume-Uni,FTSE 250
SHB-A.ST,Handelsbanken A,Financials,Europe,Suède,OMX Stockholm 30|STOXX Europe 600
SHC.L,Shaftesbury Capital,Real Estate Investment Trusts,Europe,Royaume-Uni,FTSE 250|STOXX Europe 600
SHEL.L,Shell plc,Oil & gas producers,Europe,Royaume-Uni,FTSE 100
SHELL.AS,Shell plc,Energy,Europe,Pays-Bas,AEX|STOXX Europe 600
SHL.DE,Siemens Healthineers,Medical Equipment,Europe,Allemagne,DAX|STOXX Europe 600
SHW,Sherwin-Williams,Materials,US,États-Unis,S&P 500
SIE.DE,Siemens,Industrials,Europe,Allemagne,DAX|EURO STOXX 50|STOXX Europe 600
SIGN.SW,Sig Group N Ag,,Europe,Suisse,STOXX Europe 600
SIKA.SW,Sika AG,Materials,Europe,Suisse,SMI|STOXX Europe 600
SJM,J.M. Smucker Company (The),Consumer Staples,US,États-Unis,S&P 500
SKA-B.ST,Skanska B,Industrials,Europe,Suède,OMX Stockholm 30|STOXX Europe 600
SKF-B.ST,SKF B,Industrials,Europe,Suède,OMX Stockholm 30|STOXX Europe 600
SLB,Schlumberger,Energy,US,États-Unis,S&P 500
SLHN.SW,Swiss Life Holding AG,Financials,Europe,Suisse,SMI|STOXX Europe 600
SLR.MC,Solaria,Solar Energy,Europe,Espagne,IBEX 35
SMCI,Supermicro,Information Technology,US,États-Unis,S&P 500
SMIN.L,Smiths Group,General industrials,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
SMT.L,Scottish Mortgage Investment Trust,Collective investments,Europe,Royaume-Uni,FTSE 100
SMWH.L,WHSmith,Retailers,Europe,Royaume-Uni,FTSE 250
SN.L,Smith & Nephew,Health care equipment & supplies,Europe,Royaume-Uni,FTSE 100
SNA,Snap-on,Industrials,US,États-Unis,S&P 500
SNDK,Sandisk,Information Technology,US,États-Unis,S&P 500
SNPS,Synopsys,Information Technology,US,États-Unis,S&P 500
SNR.L,Senior,Aerospace & Defence,Europe,Royaume-Uni,FTSE 250
SO,Southern Company,Utilities,US,États-Unis,S&P 500
SOBI.ST,Swedish Orphan Biovitrum,,Europe,Suède,STOXX Europe 600
SOF.BR,Sofina,Financials,Europe,Belgique,BEL 20|STOXX Europe 600
SOI.L,Schroder Oriental Income Fund,Financial Services,Europe,Royaume-Uni,FTSE 250
SOI.PA,Soitec,technology,Europe,France,CAC Next 20|STOXX Europe 600
SOLB.BR,Solvay,Basic Materials,Europe,Belgique,BEL 20
SOLB.PA,Solvay,chemicals,Europe,France,CAC Next 20
SOLV,Solventum,Health Care,US,États-Unis,S&P 500
SON.LS,Sonae,"Personal Care, Drug & Grocery Stores",Europe,Portugal,PSI
SONC.LS,Sonae Capital,Financial Services,Europe,Portugal,PSI
SOON.SW,Sonova Holding Ag,,Europe,Suisse,STOXX Europe 600
SOP.PA,Sopra Steria Group Sa,,Europe,France,STOXX Europe 600
SPG,Simon Property Group,Real Estate,US,États-Unis,S&P 500
SPGI,S&P Global,Financials,US,États-Unis,S&P 500
SPI.L,Spire Healthcare,Health Care Equipment & Services,Europe,Royaume-Uni,FTSE 250
SPIE.PA,Spie Sa,,Europe,France,STOXX Europe 600
SPM.MI,Saipem,Energy,Europe,Italie,FTSE MIB|STOXX Europe 600
SPSN.SW,Swiss Prime Site Ag,,Europe,Suisse,STOXX Europe 600
SPX.L,Spirax Group,Industrial engineering,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
SQN.SW,Swissquote Group Holding Sa,,Europe,Suisse,STOXX Europe 600
SRE,Sempra,Utilities,US,États-Unis,S&P 500
SRE.L,Sirius Real Estate,Real Estate,Europe,Royaume-Uni,FTSE 250
SREN.SW,Swiss Reinsurance Company Ltd,Financials,Europe,Suisse,SMI|STOXX Europe 600
SRG.MI,Snam,Energy,Europe,Italie,FTSE MIB|STOXX Europe 600
SRP.L,Serco,Support Services,Europe,Royaume-Uni,FTSE 250|STOXX Europe 600
SRT3.DE,Sartorius Pref Ag,,Europe,Allemagne,STOXX Europe 600
SSAB-B.ST,Ssab Class B,,Europe,Suède,STOXX Europe 600
SSE.L,SSE plc,Electrical utilities & independent power producers,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
SSIT.L,Seraphim Space Investment Trust,Investment Trusts,Europe,Royaume-Uni,FTSE 250
SSPG.L,SSP Group,Retailers,Europe,Royaume-Uni,FTSE 250
STAN.L,Standard Chartered,Banks,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
STB.OL,Storebrand,life insurance,Europe,Norvège,OBX|STOXX Europe 600
STE,Steris,Health Care,US,États-Unis,S&P 500
STERV.HE,Stora Enso R,Materials,Europe,Finlande,OMX Helsinki 25|STOXX Europe 600
STJ.L,St. James's Place,Financial services,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
STLAM.MI,Stellantis,Automobiles and Parts,Europe,Italie,FTSE MIB
STLAP.PA,Stellantis,Consumer Cyclical,Europe,France,CAC 40|STOXX Europe 600
STLD,Steel Dynamics,Materials,US,États-Unis,S&P 500
STMMI.MI,STMicroelectronics,Technology,Europe,Italie,FTSE MIB
STMN.SW,Straumann Holding Ag,,Europe,Suisse,STOXX Europe 600
STMPA.PA,STMicroelectronics,Technology,Europe,France,CAC 40|STOXX Europe 600
STT,State Street Corporation,Financials,US,États-Unis,S&P 500
STX,Seagate Technology,Information Technology,US,États-Unis,S&P 500
STZ,Constellation Brands,Consumer Staples,US,États-Unis,S&P 500
SU.PA,Schneider Electric,Industrials,Europe,France,CAC 40|EURO STOXX 50|STOXX Europe 600
SUBC.OL,Subsea 7,oil equipment and services,Europe,Norvège,OBX|STOXX Europe 600
SUN.SW,Sulzer Ag,,Europe,Suisse,STOXX Europe 600
SUNN.SW,Sunrise N Class A Ltd,,Europe,Suisse,STOXX Europe 600
SUPR.L,Supermarket Income REIT,Real Estate Investment Trusts,Europe,Royaume-Uni,FTSE 250
